id,loss
250000,7.007231415728526
250001,5.086337658132714
250002,6.709261350786493
250003,7.2624965524792096
250004,8.313777981452098
250005,8.71473581717977
250006,8.998527766194877
250007,6.104085842539442
250008,6.75084282181228
250009,7.348375454365683
250010,5.851742663352629
250011,6.542197213778503
250012,6.298498416360003
250013,6.088701800200505
250014,8.959295308707278
250015,6.595176919567023
250016,7.025415009517026
250017,6.691813773141688
250018,5.677656279103114
250019,6.399662156367635
250020,6.745189767716568
250021,6.996985075252329
250022,6.941941117121572
250023,7.1155727325981015
250024,6.077209353107746
250025,6.872855616076449
250026,8.53574610242923
250027,5.999865112170042
250028,7.00079445725356
250029,7.142649738964549
250030,6.629811865950259
250031,7.464364441194408
250032,6.048243646323798
250033,5.783271242906318
250034,8.549549270195083
250035,7.172127297755935
250036,6.992394350388673
250037,7.9920539247684586
250038,5.698073867500775
250039,6.592312659298255
250040,7.584087821390129
250041,6.686277803244725
250042,6.912729302656411
250043,8.443054875702332
250044,6.581136143039294
250045,7.46381342903357
250046,7.013640257001096
250047,6.573683814204858
250048,8.879538390874158
250049,5.857022031169451
250050,6.458088345608718
250051,7.899048300605177
250052,8.009211000897782
250053,7.824854879922079
250054,5.104842066182831
250055,6.491598646814243
250056,7.223574097147504
250057,7.8959457487165725
250058,7.010927943369243
250059,7.196512364135037
250060,6.370969494941801
250061,7.310870889292534
250062,6.824136480164237
250063,6.792031765849995
250064,6.758680599470491
250065,5.263630580991475
250066,5.488966528778654
250067,5.40834206848369
250068,6.385284420921234
250069,5.358308986872035
250070,5.762373952095161
250071,5.494645161157904
250072,6.735078916137846
250073,6.432514931821415
250074,6.987842877831904
250075,6.343456005682285
250076,7.798915391851611
250077,4.958389834046067
250078,5.555497670120858
250079,6.765856983545195
250080,6.353267694224455
250081,7.465855966137363
250082,9.129371633715957
250083,7.137549630574582
250084,6.244320221036047
250085,7.888675442438499
250086,6.958039404909018
250087,6.9284323702770765
250088,5.2025288681330055
250089,7.159837174333423
250090,6.337257583724768
250091,6.696224766156066
250092,7.991280380583321
250093,7.532441861420554
250094,6.863641899080071
250095,6.757784683426712
250096,6.348309926158366
250097,7.800748104482004
250098,6.5933777854044004
250099,4.689830547221074
250100,6.631134263813562
250101,6.918012627523446
250102,6.9786064114757
250103,6.446845921652078
250104,6.624913900237143
250105,6.8472280466951165
250106,6.545493583643198
250107,8.636966225754982
250108,5.962144480891463
250109,6.670981666368109
250110,6.571821553659558
250111,6.872296085866228
250112,6.777857744321099
250113,6.624452360573406
250114,8.249731085086479
250115,6.2486180638796025
250116,5.596906265498524
250117,9.83437438662485
250118,8.61753252583912
250119,6.701317755341807
250120,7.610486297499324
250121,7.634720205105949
250122,5.423687544582894
250123,6.111456062986907
250124,7.38226825824678
250125,8.819581656436842
250126,5.21308395708954
250127,6.101205309351387
250128,6.259915391115868
250129,6.871874184065609
250130,6.159181149472284
250131,8.162691032803494
250132,4.955770641413279
250133,6.681698959792263
250134,5.435014948196079
250135,7.176284279439174
250136,7.114231070123706
250137,6.4598788035045915
250138,6.596622314161582
250139,5.401330958247345
250140,6.275145645553372
250141,6.80409620357358
250142,7.4856586125532925
250143,6.099427025585859
250144,6.203473403047319
250145,7.733115632687934
250146,6.5683177578630785
250147,7.142250582060175
250148,7.623580539838604
250149,6.839469760339209
250150,5.202289232672979
250151,6.546901068114568
250152,8.096121350429339
250153,7.332829083255317
250154,5.8631925980543675
250155,6.531677330684507
250156,6.6238226622087355
250157,6.2388968947202015
250158,7.393159541778574
250159,5.493627957591938
250160,7.389854702438636
250161,5.809430447973142
250162,5.834135140356459
250163,5.98512894916175
250164,5.825839323887941
250165,8.419491432322136
250166,5.817578236235935
250167,5.763212394178893
250168,4.641597273770557
250169,7.212543773812086
250170,6.853779603615394
250171,6.408427149362752
250172,6.561639272151746
250173,6.416766323508257
250174,7.483387629866672
250175,5.886913676439451
250176,6.43823503064851
250177,5.43118209466367
250178,6.748186982973622
250179,7.793943144108313
250180,6.20890911636914
250181,6.968608442937106
250182,7.022157761566043
250183,6.844006963007037
250184,6.669955582996468
250185,6.718307158037859
250186,8.156926949909021
250187,6.666569989239967
250188,6.6373142245192005
250189,7.007625452198412
250190,7.936628230954404
250191,6.664805931941864
250192,7.492446539280081
250193,7.371657009526945
250194,7.429461495590036
250195,8.888960477173319
250196,6.690481917276518
250197,5.7394093696611925
250198,5.804935803756736
250199,8.545056511595522
250200,7.002840487903381
250201,7.279981168132718
250202,7.377917653429452
250203,6.292009540929003
250204,7.800568137428453
250205,5.392745909393653
250206,6.095821962745533
250207,5.577306508152838
250208,7.892448168141109
250209,7.851719297946117
250210,7.407509666961475
250211,8.217709943316823
250212,7.831494978697274
250213,7.181042759986935
250214,6.119606685974841
250215,5.4131989412062875
250216,6.706447616063777
250217,5.879599651882811
250218,6.5576936399878765
250219,6.476939922512672
250220,6.796153396300893
250221,6.181402977610874
250222,6.918740241404902
250223,8.391262394835111
250224,5.138673738886188
250225,6.5267551767165255
250226,7.284410056088627
250227,5.861548396858212
250228,7.182633653866508
250229,6.161732410720565
250230,6.937175246651652
250231,5.814010600792718
250232,5.72001854792693
250233,6.779004646307137
250234,6.622384513041009
250235,7.449356569014377
250236,4.836421002507118
250237,5.516619557696454
250238,7.221380298023653
250239,6.1488719683847854
250240,7.5884488924310896
250241,9.298223290138528
250242,7.039406388104422
250243,7.525162630147961
250244,5.885988975146432
250245,7.332873685366222
250246,5.229375955456024
250247,8.099119207503605
250248,6.700768421164954
250249,5.889274854290137
250250,6.672187269877494
250251,8.099506855826645
250252,7.309350289168892
250253,6.432039448575596
250254,6.0898221990240105
250255,8.502559253059664
250256,5.334620837200893
250257,7.274626602523667
250258,6.114130795212991
250259,7.200266855474916
250260,7.184755589426531
250261,7.024047922583571
250262,6.58436140018839
250263,5.259554721212246
250264,6.900482549294865
250265,7.683777053690148
250266,8.115178135278567
250267,7.6248528551532955
250268,6.377289625253764
250269,5.7257066394275915
250270,5.709510000020009
250271,6.268063245554769
250272,7.627241254514626
250273,6.664023517211816
250274,6.866476651039759
250275,7.246899076206836
250276,6.7788068841076905
250277,7.091509354683851
250278,5.97369646904669
250279,6.416136521260247
250280,6.189527239519141
250281,7.854895270053546
250282,5.847063056303141
250283,7.51468338638175
250284,7.21578887101276
250285,8.308003851662436
250286,6.182315513589615
250287,6.674619001495395
250288,6.345214497448979
250289,8.127496507280465
250290,6.206008616507751
250291,6.281108677433081
250292,6.815347678054799
250293,5.5197958790173525
250294,7.995515511647896
250295,6.177819897234976
250296,6.709944904451225
250297,6.007105012428961
250298,6.604242126723824
250299,6.91218599962438
250300,5.553457886850646
250301,6.375604660958145
250302,5.403509880406923
250303,7.09256897170116
250304,7.26899065415889
250305,8.744283774826807
250306,9.722747269140365
250307,6.8637553117935335
250308,5.622791936987644
250309,5.8165372683747805
250310,7.27521378515036
250311,6.522321093584933
250312,6.794386633343227
250313,5.179272643494317
250314,6.859084861236469
250315,8.609719308298578
250316,7.19843643834368
250317,6.978952404239749
250318,5.663725033641574
250319,5.525670520832338
250320,7.42793495079562
250321,6.265665838201805
250322,7.852721509057021
250323,8.119399456547418
250324,6.916478931720503
250325,7.003777599470329
250326,6.202202539125792
250327,6.842334545113783
250328,8.571004885895304
250329,6.019145752496897
250330,5.665951311494508
250331,6.50277825803278
250332,9.046520308494305
250333,6.704553139079617
250334,6.1740557219310945
250335,8.625669184710244
250336,6.718131997054979
250337,6.495560044737997
250338,5.251906403443941
250339,6.017109462699256
250340,7.874580168767821
250341,8.385875407258462
250342,7.225938007899904
250343,6.0905306251814455
250344,6.0951407876698624
250345,7.4049761424146405
250346,7.0916844702175315
250347,5.369820773623331
250348,5.471924630964385
250349,6.481184984700952
250350,6.2473366274741124
250351,6.112644769374046
250352,7.247741871264406
250353,6.5231603441943395
250354,5.903625805359723
250355,6.572316098704967
250356,5.004932457996442
250357,7.9149928126789355
250358,6.611498028025989
250359,5.69516707209887
250360,6.125970405180298
250361,5.8252028610561055
250362,6.540630860932757
250363,7.381018950924642
250364,7.0552855226232465
250365,6.443248933214268
250366,7.281554569825257
250367,6.591999456766023
250368,8.173187566609519
250369,6.713673326711757
250370,5.966972496112836
250371,8.211587550908122
250372,9.532930271993365
250373,7.128352256979815
250374,5.009127412690189
250375,5.838850118829417
250376,7.853109345010581
250377,8.014114401500978
250378,7.363477995688309
250379,7.0654635881382015
250380,7.322453394513376
250381,8.367987562103298
250382,6.446047145631121
250383,6.032764474665449
250384,11.787529673778588
250385,7.304727345740194
250386,6.306042618835952
250387,7.6915305523209385
250388,5.451159601795786
250389,6.362519850641837
250390,6.172109714960582
250391,4.632464364658944
250392,6.027828209046685
250393,6.922506530995066
250394,8.573981568957754
250395,9.049825409454003
